"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"24611",2015-06-15,"61","57","53","50","49","49","83","78","72","29.97","29.92","29.87","10","10","8","24","14","31","0.00","7","","256<br />","San Francisco (CA)","Spring"
"24612",2015-06-16,"66","60","53","51","50","48","89","75","60","29.98","29.95","29.92","10","10","9","28","13","31","0.00","3","","283<br />","San Francisco (CA)","Spring"
"24613",2015-06-17,"67","60","52","52","50","48","89","76","63","29.95","29.93","29.90","10","10","9","29","12","33","0.00","2","","300<br />","San Francisco (CA)","Spring"
"24614",2015-06-18,"67","60","52","50","48","44","89","67","45","30.03","29.99","29.94","10","10","10","21","12","26","0.00","2","","295<br />","San Francisco (CA)","Spring"
"24615",2015-06-19,"69","60","51","51","49","46","89","71","52","30.01","29.98","29.95","10","10","10","26","14","32","0.00","2","","292<br />","San Francisco (CA)","Spring"
"24616",2015-06-20,"69","61","53","53","51","50","93","74","55","29.93","29.90","29.87","10","10","10","24","15","28","0.00","5","","297<br />","San Francisco (CA)","Spring"
"24617",2015-06-21,"66","61","55","52","50","48","86","69","52","30.05","30.00","29.91","10","10","10","24","14","30","0.00","3","","273<br />","San Francisco (CA)","Summer"
"24618",2015-06-22,"64","59","54","52","50","49","86","75","63","30.07","30.04","30.01","10","10","10","25","13","30","0.00","3","","274<br />","San Francisco (CA)","Summer"
"24619",2015-06-23,"68","61","54","51","49","48","83","68","53","30.03","29.99","29.94","10","10","10","29","15","36","0.00","1","","286<br />","San Francisco (CA)","Summer"
"24620",2015-06-24,"71","63","54","51","50","48","86","70","53","29.96","29.93","29.89","10","10","9","25","13","31","0.00","2","","284<br />","San Francisco (CA)","Summer"
"24621",2015-06-25,"76","66","56","61","53","49","77","63","49","29.92","29.89","29.85","10","10","10","22","9","24","0.00","1","","306<br />","San Francisco (CA)","Summer"
"24622",2015-06-26,"73","65","56","57","55","53","87","72","57","29.97","29.92","29.89","10","10","10","22","11","26","0.00","2","","303<br />","San Francisco (CA)","Summer"
"24623",2015-06-27,"75","67","58","58","55","52","80","67","53","30.01","29.98","29.95","10","10","10","20","8","23","0.00","6","","242<br />","San Francisco (CA)","Summer"
"24624",2015-06-28,"72","66","59","56","55","55","87","72","57","30.02","30.00","29.96","10","10","10","24","12","30","0.00","6","","266<br />","San Francisco (CA)","Summer"
"24625",2015-06-29,"68","62","56","54","54","52","86","73","59","30.04","29.99","29.93","10","10","10","26","15","35","0.00","5","","278<br />","San Francisco (CA)","Summer"
"24626",2015-06-30,"79","67","55","57","54","53","93","70","47","29.93","29.87","29.81","10","10","10","23","13","26","0.00","5","","301<br />","San Francisco (CA)","Summer"
"24627",2015-07-01,"74","65","56","58","55","54","93","73","53","29.92","29.88","29.83","10","10","10","30","12","35","0.00","5","","299<br />","San Francisco (CA)","Summer"
"24628",2015-07-02,"73","66","58","59","57","56","93","77","61","29.97","29.93","29.89","10","10","10","22","11","26","T","6","","310<br />","San Francisco (CA)","Summer"
"24629",2015-07-03,"72","65","58","58","57","56","93","77","61","29.96","29.92","29.88","10","10","10","26","14","31","T","3","Rain","300<br />","San Francisco (CA)","Summer"
"24630",2015-07-04,"71","65","58","57","56","55","100","83","66","29.89","29.87","29.83","10","10","10","25","14","32","0.00","3","","295<br />","San Francisco (CA)","Summer"
"24631",2015-07-05,"77","68","59","57","56","55","90","72","53","30.01","29.95","29.89","10","10","10","22","9","25","0.00","4","","261<br />","San Francisco (CA)","Summer"
"24632",2015-07-06,"72","66","60","57","55","53","84","69","53","30.09","30.05","30.02","10","10","10","22","11","28","0.00","5","","268<br />","San Francisco (CA)","Summer"
"24633",2015-07-07,"74","68","61","58","56","55","84","69","53","30.04","29.98","29.93","10","10","10","23","13","28","0.00","6","","263<br />","San Francisco (CA)","Summer"
"24634",2015-07-08,"69","65","60","57","54","52","84","72","59","29.92","29.88","29.85","10","10","10","23","12","29","T","7","Rain","260<br />","San Francisco (CA)","Summer"
"24635",2015-07-09,"68","64","59","57","55","54","87","78","68","29.91","29.88","29.84","10","10","9","17","9","22","T","8","Rain","249<br />","San Francisco (CA)","Summer"
"24636",2015-07-10,"71","66","60","57","55","54","84","71","57","29.96","29.93","29.90","10","10","10","17","10","22","T","6","","262<br />","San Francisco (CA)","Summer"
"24637",2015-07-11,"73","67","60","56","54","51","84","69","53","30.01","29.98","29.93","10","10","10","22","12","30","0.00","4","","267<br />","San Francisco (CA)","Summer"
"24638",2015-07-12,"74","68","62","57","56","52","84","67","49","30.06","30.03","30.01","10","10","10","22","11","26","0.00","6","","271<br />","San Francisco (CA)","Summer"
"24639",2015-07-13,"72","67","62","58","57","56","84","73","61","30.04","30.00","29.94","10","10","10","33","18","39","0.00","6","","266<br />","San Francisco (CA)","Summer"
"24640",2015-07-14,"68","64","59","57","56","55","93","78","63","29.95","29.92","29.90","10","10","7","28","16","35","T","7","","258<br />","San Francisco (CA)","Summer"
"24641",2015-07-15,"79","69","59","60","57","55","87","69","50","29.91","29.88","29.85","10","10","10","17","8","22","0.00","2","","335<br />","San Francisco (CA)","Summer"
"24642",2015-07-16,"77","68","59","61","57","54","84","71","57","29.93","29.90","29.85","10","10","9","21","8","24","0.00","3","","304<br />","San Francisco (CA)","Summer"
"24643",2015-07-17,"73","66","59","59","56","55","87","72","57","29.88","29.84","29.78","10","10","10","25","11","30","0.00","4","","297<br />","San Francisco (CA)","Summer"
"24644",2015-07-18,"76","68","59","57","54","53","84","65","46","30.01","29.92","29.84","10","10","10","20","8","24","0.00","2","","254<br />","San Francisco (CA)","Summer"
"24645",2015-07-19,"88","76","63","60","56","53","73","55","36","30.06","30.04","30.00","10","10","10","24","9","30","0.00","5","Thunderstorm","300<br />","San Francisco (CA)","Summer"
"24646",2015-07-20,"76","68","60","62","58","55","84","71","57","30.02","29.99","29.95","10","10","10","25","11","29","0.00","3","","305<br />","San Francisco (CA)","Summer"
"24647",2015-07-21,"70","65","60","57","56","55","84","73","61","29.96","29.91","29.86","10","10","10","23","13","30","0.00","5","","265<br />","San Francisco (CA)","Summer"
"24648",2015-07-22,"68","64","60","55","54","53","84","74","63","29.92","29.89","29.84","10","10","10","26","14","31","0.00","5","","253<br />","San Francisco (CA)","Summer"
"24649",2015-07-23,"68","64","60","55","54","53","78","71","63","30.06","30.01","29.92","10","10","10","28","14","32","0.00","5","","248<br />","San Francisco (CA)","Summer"
"24650",2015-07-24,"72","65","58","55","53","50","86","67","47","30.13","30.09","30.06","10","10","10","29","14","33","0.00","2","","270<br />","San Francisco (CA)","Summer"
"24651",2015-07-25,"69","64","59","56","55","54","87","75","63","30.12","30.07","29.99","10","10","10","28","14","32","0.00","6","","267<br />","San Francisco (CA)","Summer"
"24652",2015-07-26,"74","67","59","58","55","53","84","69","53","29.99","29.95","29.91","10","10","10","24","11","30","0.00","3","","266<br />","San Francisco (CA)","Summer"
"24653",2015-07-27,"81","69","57","59","54","53","86","63","39","29.97","29.93","29.89","10","10","9","28","13","31","0.00","0","","295<br />","San Francisco (CA)","Summer"
"24654",2015-07-28,"87","73","58","62","54","49","80","55","29","29.90","29.87","29.82","10","10","10","22","9","24","0.00","1","","303<br />","San Francisco (CA)","Summer"
"24655",2015-07-29,"81","69","57","61","57","55","93","69","45","29.96","29.90","29.86","10","10","10","24","12","29","0.00","1","","302<br />","San Francisco (CA)","Summer"
"24656",2015-07-30,"73","67","60","60","58","57","90","76","61","30.05","30.00","29.97","10","10","10","25","13","30","0.00","4","","305<br />","San Francisco (CA)","Summer"
"24657",2015-07-31,"73","67","60","59","57","55","90","76","61","30.04","30.01","29.97","10","10","10","23","13","28","0.00","5","","277<br />","San Francisco (CA)","Summer"
"24658",2015-08-01,"75","69","62","59","57","55","84","69","54","30.03","29.98","29.93","10","10","10","21","12","24","0.00","3","","267<br />","San Francisco (CA)","Summer"
"24659",2015-08-02,"71","67","62","57","56","55","84","71","57","30.00","29.96","29.91","10","10","10","23","13","29","0.00","5","","266<br />","San Francisco (CA)","Summer"
"24660",2015-08-03,"73","68","63","57","54","52","78","64","49","29.99","29.96","29.94","10","10","10","23","13","29","0.00","4","","264<br />","San Francisco (CA)","Summer"
"24661",2015-08-04,"73","67","61","57","55","52","84","67","49","30.03","30.00","29.97","10","10","10","18","9","26","T","5","Rain","269<br />","San Francisco (CA)","Summer"
"24662",2015-08-05,"73","66","59","58","56","54","90","74","57","30.06","30.00","29.92","10","10","10","28","12","33","0.00","3","","282<br />","San Francisco (CA)","Summer"
"24663",2015-08-06,"70","65","59","57","56","55","87","77","66","29.93","29.88","29.82","10","10","9","23","12","26","T","5","Rain-Thunderstorm","292<br />","San Francisco (CA)","Summer"
"24664",2015-08-07,"76","67","58","59","56","54","86","68","50","29.91","29.88","29.84","10","10","10","15","7","20","0.00","3","","232<br />","San Francisco (CA)","Summer"
"24665",2015-08-08,"71","66","61","57","56","54","84","71","57","29.96","29.94","29.91","10","10","10","25","12","32","0.00","4","","249<br />","San Francisco (CA)","Summer"
"24666",2015-08-09,"71","66","60","58","57","55","90","78","66","29.97","29.94","29.90","10","10","10","30","13","36","0.00","4","","272<br />","San Francisco (CA)","Summer"
"24667",2015-08-10,"73","67","60","61","57","54","90","76","61","29.98","29.94","29.91","10","10","10","28","14","32","0.00","5","","266<br />","San Francisco (CA)","Summer"
"24668",2015-08-11,"73","67","60","57","56","54","90","72","53","29.99","29.94","29.91","10","10","10","28","13","31","0.00","4","","264<br />","San Francisco (CA)","Summer"
"24669",2015-08-12,"77","68","58","61","57","53","87","65","43","30.07","30.03","29.99","10","10","10","24","10","28","0.00","1","","283<br />","San Francisco (CA)","Summer"
"24670",2015-08-13,"75","69","62","61","58","54","93","71","49","30.06","30.04","30.00","10","10","8","25","11","29","0.00","5","","281<br />","San Francisco (CA)","Summer"
"24671",2015-08-14,"74","68","61","60","57","56","93","75","57","30.09","30.05","30.00","10","10","7","26","14","36","0.00","4","","275<br />","San Francisco (CA)","Summer"
"24672",2015-08-15,"92","76","60","64","57","53","90","59","28","30.00","29.95","29.88","10","9","5","25","8","30","0.00","4","","303<br />","San Francisco (CA)","Summer"
"24673",2015-08-16,"90","76","61","65","56","50","78","56","33","29.91","29.86","29.81","10","10","7","22","9","25","0.00","5","","301<br />","San Francisco (CA)","Summer"
"24674",2015-08-17,"76","68","60","59","57","56","90","72","54","29.91","29.85","29.82","10","9","7","25","13","31","0.00","2","","296<br />","San Francisco (CA)","Summer"
"24675",2015-08-18,"76","68","59","59","56","54","87","71","54","29.94","29.91","29.87","10","9","6","20","8","25","0.00","4","","294<br />","San Francisco (CA)","Summer"
"24676",2015-08-19,"74","67","59","57","55","54","84","69","53","29.96","29.93","29.90","10","10","9","22","10","31","0.00","3","","251<br />","San Francisco (CA)","Summer"
"24677",2015-08-20,"69","65","61","56","55","54","84","71","57","29.95","29.90","29.86","10","10","10","23","12","29","0.00","5","","270<br />","San Francisco (CA)","Summer"
"24678",2015-08-21,"71","65","59","58","55","54","87","74","61","29.91","29.89","29.86","10","10","10","23","8","26","0.00","2","","256<br />","San Francisco (CA)","Summer"
"24679",2015-08-22,"73","66","59","58","55","54","84","73","61","29.95","29.92","29.89","10","10","10","22","8","26","0.00","3","","206<br />","San Francisco (CA)","Summer"
"24680",2015-08-23,"74","67","60","56","55","54","84","69","53","30.02","29.99","29.95","10","10","10","22","12","28","0.00","5","","243<br />","San Francisco (CA)","Summer"
"24681",2015-08-24,"72","66","60","56","55","54","84","71","57","30.07","30.02","29.98","10","10","9","24","14","29","0.00","4","","277<br />","San Francisco (CA)","Summer"
"24682",2015-08-25,"71","65","58","56","55","54","87","74","61","30.03","29.99","29.94","10","10","8","29","14","31","0.00","3","","286<br />","San Francisco (CA)","Summer"
"24683",2015-08-26,"77","67","57","56","55","52","93","70","46","30.04","30.01","29.98","10","10","10","26","12","33","0.00","4","","291<br />","San Francisco (CA)","Summer"
"24684",2015-08-27,"86","74","61","59","53","45","84","56","28","30.06","30.01","29.96","10","10","10","31","13","37","0.00","3","","292<br />","San Francisco (CA)","Summer"
"24685",2015-08-28,"93","79","64","65","59","53","93","61","28","29.96","29.91","29.86","10","10","10","24","9","204","0.00","4","","293<br />","San Francisco (CA)","Summer"
"24686",2015-08-29,"75","70","65","64","61","57","93","77","61","30.02","29.98","29.93","10","10","8","18","8","22","T","5","","258<br />","San Francisco (CA)","Summer"
"24687",2015-08-30,"74","69","63","61","58","55","93","73","53","30.06","30.01","29.94","10","10","10","35","17","44","0.00","4","","278<br />","San Francisco (CA)","Summer"
"24688",2015-08-31,"76","68","60","59","57","55","84","69","54","29.95","29.91","29.87","10","10","10","25","10","29","0.00","1","","281<br />","San Francisco (CA)","Summer"
"24689",2015-09-01,"76","68","59","57","55","53","84","65","46","29.94","29.89","29.86","10","10","10","23","8","26","0.00","2","","245<br />","San Francisco (CA)","Summer"
"24690",2015-09-02,"73","68","62","58","56","54","78","68","57","29.97","29.94","29.91","10","10","10","25","15","30","0.00","5","","257<br />","San Francisco (CA)","Summer"
"24691",2015-09-03,"69","64","59","56","53","50","84","70","56","29.96","29.90","29.85","10","10","10","23","16","30","0.00","1","","254<br />","San Francisco (CA)","Summer"
"24692",2015-09-04,"69","63","56","52","50","47","80","65","49","29.91","29.88","29.84","10","10","10","33","17","43","0.00","2","","260<br />","San Francisco (CA)","Summer"
"24693",2015-09-05,"77","65","53","53","48","43","83","58","33","30.00","29.95","29.91","10","10","10","26","8","32","0.00","1","","262<br />","San Francisco (CA)","Summer"
"24694",2015-09-06,"85","71","56","55","45","34","65","41","16","30.00","29.95","29.90","10","10","10","18","6","21","0.00","1","","302<br />","San Francisco (CA)","Summer"
"24695",2015-09-07,"89","74","58","62","46","35","73","47","21","29.95","29.90","29.85","10","10","10","21","5","23","0.00","1","","303<br />","San Francisco (CA)","Summer"
"24696",2015-09-08,"92","77","61","63","47","37","73","47","21","29.91","29.86","29.80","10","10","9","20","6","24","0.00","0","","319<br />","San Francisco (CA)","Summer"
"24697",2015-09-09,"91","76","60","62","51","42","64","42","19","29.89","29.85","29.79","10","10","10","22","9","25","0.00","0","","300<br />","San Francisco (CA)","Summer"
"24698",2015-09-10,"83","70","57","63","54","46","86","58","30","29.91","29.87","29.83","10","10","10","28","10","30","0.00","3","","303<br />","San Francisco (CA)","Summer"
"24699",2015-09-11,"76","67","57","56","54","51","93","68","43","29.94","29.91","29.85","10","10","10","28","15","31","0.00","3","","295<br />","San Francisco (CA)","Summer"
"24700",2015-09-12,"73","65","57","62","55","54","93","75","57","30.00","29.94","29.86","10","10","10","28","11","32","0.00","6","","291<br />","San Francisco (CA)","Summer"
"24701",2015-09-13,"72","66","59","59","57","55","90","76","61","29.93","29.82","29.73","10","10","10","24","11","29","T","6","Rain","300<br />","San Francisco (CA)","Summer"
"24702",2015-09-14,"68","63","58","59","56","55","87","80","73","29.82","29.77","29.72","10","10","8","23","10","29","T","7","Rain","207<br />","San Francisco (CA)","Summer"
"24703",2015-09-15,"68","63","57","54","52","48","86","69","52","29.94","29.89","29.83","10","10","10","32","13","37","0.00","4","","264<br />","San Francisco (CA)","Summer"
"24704",2015-09-16,"70","64","58","58","54","52","84","69","53","30.04","29.99","29.94","10","10","10","24","9","29","T","6","Rain","194<br />","San Francisco (CA)","Summer"
"24705",2015-09-17,"70","64","58","58","56","53","90","75","59","30.10","30.04","29.99","10","10","10","28","11","31","0.00","4","","293<br />","San Francisco (CA)","Summer"
"24706",2015-09-18,"79","68","56","59","54","51","86","64","42","29.99","29.94","29.87","10","10","10","24","9","30","0.00","0","","298<br />","San Francisco (CA)","Summer"
"24707",2015-09-19,"85","70","55","59","52","48","86","60","34","29.89","29.84","29.78","10","10","10","20","6","22","0.00","0","","297<br />","San Francisco (CA)","Summer"
"24708",2015-09-20,"93","77","61","62","52","46","68","48","27","29.89","29.83","29.78","10","10","10","18","5","22","0.00","1","","328<br />","San Francisco (CA)","Summer"
"24709",2015-09-21,"91","76","60","62","56","46","78","56","34","29.81","29.77","29.71","10","10","10","22","9","26","0.00","1","","314<br />","San Francisco (CA)","Summer"
"24710",2015-09-22,"65","62","58","54","53","51","86","75","63","29.99","29.92","29.80","10","10","9","23","12","30","0.00","2","","261<br />","San Francisco (CA)","Summer"
"24711",2015-09-23,"75","65","55","55","51","47","83","62","41","30.02","29.97","29.92","10","10","10","26","9","30","0.00","2","","294<br />","San Francisco (CA)","Autumn"
"24712",2015-09-24,"85","73","60","60","53","47","78","57","35","29.98","29.92","29.86","10","10","10","24","9","28","0.00","4","","289<br />","San Francisco (CA)","Autumn"
"24713",2015-09-25,"74","66","58","55","53","51","87","67","46","29.94","29.91","29.88","10","10","10","26","13","31","0.00","3","","290<br />","San Francisco (CA)","Autumn"
"24714",2015-09-26,"71","64","57","55","54","53","87","72","57","29.95","29.90","29.83","10","10","10","24","14","29","0.00","4","","300<br />","San Francisco (CA)","Autumn"
"24715",2015-09-27,"71","64","57","59","55","53","86","74","61","29.85","29.82","29.79","10","10","10","20","10","23","0.00","6","","301<br />","San Francisco (CA)","Autumn"
"24716",2015-09-28,"70","63","55","56","54","53","93","77","61","29.94","29.89","29.84","10","10","10","21","11","25","0.00","5","","293<br />","San Francisco (CA)","Autumn"
"24717",2015-09-29,"67","62","57","52","52","51","80","69","58","30.02","29.97","29.94","10","10","10","21","10","24","0.00","6","","265<br />","San Francisco (CA)","Autumn"
"24718",2015-09-30,"65","62","58","58","54","52","84","78","72","30.03","29.97","29.92","10","10","10","15","5","17","0.02","6","Rain","267<br />","San Francisco (CA)","Autumn"
"24719",2015-10-01,"74","67","59","59","55","52","84","69","53","30.06","29.98","29.93","10","10","10","23","9","26","0.00","4","","286<br />","San Francisco (CA)","Autumn"
"24720",2015-10-02,"76","66","56","59","55","51","93","73","53","30.06","30.00","29.87","10","10","10","26","9","30","0.00","1","","310<br />","San Francisco (CA)","Autumn"
"24721",2015-10-03,"71","63","55","56","52","48","86","72","57","29.83","29.63","29.46","10","10","9","43","12","48","0.00","2","","259<br />","San Francisco (CA)","Autumn"
"24722",2015-10-04,"73","63","53","55","50","47","83","62","41","29.71","29.60","29.47","10","10","10","20","7","23","0.00","1","","276<br />","San Francisco (CA)","Autumn"
"24723",2015-10-05,"74","66","57","58","53","46","73","61","49","29.99","29.86","29.71","10","10","10","17","7","22","0.00","0","","195<br />","San Francisco (CA)","Autumn"
"24724",2015-10-06,"74","67","60","58","56","54","84","69","53","30.13","30.07","29.99","10","10","10","21","8","26","0.00","2","","296<br />","San Francisco (CA)","Autumn"
"24725",2015-10-07,"73","66","59","58","55","54","84","71","57","30.15","30.12","30.09","10","10","10","26","10","32","0.00","5","","278<br />","San Francisco (CA)","Autumn"
"24726",2015-10-08,"80","69","58","61","55","51","84","62","39","30.11","30.07","30.04","10","10","10","24","8","28","0.00","5","","311<br />","San Francisco (CA)","Autumn"
"24727",2015-10-09,"79","68","57","61","55","47","93","63","33","30.10","30.05","30.00","10","10","5","26","12","29","0.00","2","","286<br />","San Francisco (CA)","Autumn"
"24728",2015-10-10,"71","66","60","61","59","57","100","83","66","30.06","30.01","29.98","10","7","1","28","13","35","0.00","6","","285<br />","San Francisco (CA)","Autumn"
"24729",2015-10-11,"74","66","58","60","57","55","93","77","61","30.04","29.99","29.94","10","10","10","26","11","30","0.00","1","","296<br />","San Francisco (CA)","Autumn"
"24730",2015-10-12,"82","69","56","64","56","51","87","66","45","30.00","29.95","29.90","10","10","10","18","6","22","0.00","0","","316<br />","San Francisco (CA)","Autumn"
"24731",2015-10-13,"87","75","62","63","57","49","78","54","29","30.02","29.98","29.94","10","10","10","18","7","22","0.00","2","","301<br />","San Francisco (CA)","Autumn"
"24732",2015-10-14,"78","70","61","60","56","37","84","60","36","30.01","29.97","29.92","10","10","10","18","8","21","0.00","5","","294<br />","San Francisco (CA)","Autumn"
"24733",2015-10-15,"71","66","61","59","57","57","90","78","66","29.98","29.94","29.91","10","10","10","25","10","29","0.00","6","","293<br />","San Francisco (CA)","Autumn"
"24734",2015-10-16,"72","66","60","57","56","54","90","76","61","29.96","29.93","29.87","10","10","10","25","11","29","0.00","4","","290<br />","San Francisco (CA)","Autumn"
"24735",2015-10-17,"69","65","60","59","56","53","84","75","66","30.00","29.97","29.95","10","10","10","21","8","25","T","6","","247<br />","San Francisco (CA)","Autumn"
"24736",2015-10-18,"69","65","60","58","56","55","84","74","63","30.02","29.98","29.96","10","10","9","25","15","31","T","6","Rain","271<br />","San Francisco (CA)","Autumn"
"24737",2015-10-19,"68","64","60","58","56","54","90","79","67","30.05","30.01","29.98","10","10","10","24","12","30","T","5","","277<br />","San Francisco (CA)","Autumn"
"24738",2015-10-20,"79","68","57","59","55","46","93","65","36","30.01","29.96","29.91","10","10","9","22","9","25","0.00","1","","294<br />","San Francisco (CA)","Autumn"
"24739",2015-10-21,"75","65","55","59","53","47","87","67","46","29.98","29.94","29.91","10","10","10","25","8","28","0.00","1","","287<br />","San Francisco (CA)","Autumn"
"24740",2015-10-22,"73","64","54","56","53","47","86","67","48","29.98","29.94","29.91","10","10","10","22","7","25","0.00","2","","290<br />","San Francisco (CA)","Autumn"
"24741",2015-10-23,"69","62","55","59","54","48","93","78","63","30.04","30.00","29.98","10","10","7","21","8","24","0.00","4","","304<br />","San Francisco (CA)","Autumn"
"24742",2015-10-24,"70","62","53","59","55","50","93","78","63","30.02","29.98","29.93","10","10","8","23","9","28","0.00","5","","301<br />","San Francisco (CA)","Autumn"
"24743",2015-10-25,"70","64","58","58","56","52","90","77","63","30.03","29.99","29.95","10","10","10","22","10","25","0.00","4","","281<br />","San Francisco (CA)","Autumn"
"24744",2015-10-26,"73","64","55","60","56","49","93","73","53","30.03","29.98","29.92","10","6","0","22","7","24","0.00","6","Fog","277<br />","San Francisco (CA)","Autumn"
"24745",2015-10-27,"68","63","58","57","52","44","84","67","49","30.04","29.99","29.96","10","10","10","24","5","30","T","7","","298<br />","San Francisco (CA)","Autumn"
"24746",2015-10-28,"70","65","59","60","56","53","84","75","66","30.06","30.03","30.01","10","10","10","29","10","35","T","4","","289<br />","San Francisco (CA)","Autumn"
"24747",2015-10-29,"72","64","56","54","52","50","86","67","47","30.04","30.00","29.95","10","10","10","30","13","36","0.00","0","","279<br />","San Francisco (CA)","Autumn"
"24748",2015-10-30,"78","66","53","58","51","46","86","61","36","30.06","30.02","29.99","10","10","10","22","7","25","0.00","0","","290<br />","San Francisco (CA)","Autumn"
"24749",2015-10-31,"73","64","55","58","55","52","90","70","49","30.14","30.09","30.04","10","10","9","23","8","26","0.00","3","","282<br />","San Francisco (CA)","Autumn"
"24750",2015-11-01,"71","64","57","61","57","52","87","74","61","30.16","30.07","29.97","10","10","8","17","7","21","0.03","6","Rain","274<br />","San Francisco (CA)","Autumn"
"24751",2015-11-02,"63","59","54","57","51","42","93","75","57","29.94","29.84","29.78","10","9","5","32","13","40","0.41","6","Rain","293<br />","San Francisco (CA)","Autumn"
"24752",2015-11-03,"64","58","51","49","45","40","77","60","43","29.96","29.92","29.84","10","10","10","23","8","28","0.00","1","","280<br />","San Francisco (CA)","Autumn"
"24753",2015-11-04,"64","57","50","47","40","33","83","59","34","30.14","30.05","29.97","10","10","10","23","11","30","0.00","1","","298<br />","San Francisco (CA)","Autumn"
"24754",2015-11-05,"64","56","47","50","45","39","77","65","52","30.28","30.23","30.15","10","10","10","16","5","18","0.00","4","","289<br />","San Francisco (CA)","Autumn"
"24755",2015-11-06,"67","58","48","48","43","36","86","59","32","30.30","30.24","30.19","10","10","10","16","6","43","0.00","1","","274<br />","San Francisco (CA)","Autumn"
"24756",2015-11-07,"66","57","47","50","47","41","86","69","52","30.19","30.12","30.05","10","10","10","18","6","21","0.00","1","","278<br />","San Francisco (CA)","Autumn"
"24757",2015-11-08,"62","56","49","54","49","45","89","77","64","30.05","30.01","29.97","10","10","5","18","7","24","0.03","5","Rain","253<br />","San Francisco (CA)","Autumn"
"24758",2015-11-09,"57","52","47","48","45","42","83","72","61","30.06","29.97","29.93","10","9","1","25","10","33","0.36","5","Rain-Thunderstorm","228<br />","San Francisco (CA)","Autumn"
"24759",2015-11-10,"60","53","45","45","42","40","82","67","51","30.36","30.23","30.06","10","10","10","15","7","17","0.00","1","","306<br />","San Francisco (CA)","Autumn"
"24760",2015-11-11,"63","54","44","48","44","40","89","72","55","30.42","30.36","30.31","10","10","10","16","4","18","0.00","0","","270<br />","San Francisco (CA)","Autumn"
"24761",2015-11-12,"63","54","45","49","45","42","86","69","51","30.29","30.21","30.12","10","10","10","17","5","21","0.00","1","","290<br />","San Francisco (CA)","Autumn"
"24762",2015-11-13,"67","57","46","50","45","41","86","64","42","30.13","30.07","30.01","10","10","9","12","2","13","0.00","0","","307<br />","San Francisco (CA)","Autumn"
"24763",2015-11-14,"64","55","46","50","46","42","93","74","55","30.00","29.92","29.83","10","9","5","18","5","21","0.00","1","","233<br />","San Francisco (CA)","Autumn"
"24764",2015-11-15,"59","55","50","52","44","32","93","74","54","30.11","29.90","29.77","10","9","3","41","23","53","0.31","5","Rain","270<br />","San Francisco (CA)","Autumn"
"24765",2015-11-16,"60","54","47","41","34","27","64","50","35","30.34","30.26","30.12","10","10","10","23","12","32","0.00","1","","302<br />","San Francisco (CA)","Autumn"
"24766",2015-11-17,"61","56","50","51","48","42","83","71","59","30.36","30.32","30.27","10","10","10","21","9","24","0.00","3","","285<br />","San Francisco (CA)","Autumn"
"24767",2015-11-18,"63","56","48","53","49","46","93","80","67","30.29","30.21","30.14","10","10","10","24","7","30","0.00","3","","272<br />","San Francisco (CA)","Autumn"
"24768",2015-11-19,"68","58","48","53","49","46","93","71","49","30.19","30.15","30.11","10","10","10","15","5","17","0.00","1","","308<br />","San Francisco (CA)","Autumn"
"24769",2015-11-20,"68","60","52","55","51","49","93","78","63","30.14","30.08","30.04","10","10","10","26","5","30","0.00","2","","287<br />","San Francisco (CA)","Autumn"
"24770",2015-11-21,"68","59","49","54","49","44","93","69","45","30.12","30.06","30.01","10","10","10","12","3","14","0.00","3","","29<br />","San Francisco (CA)","Autumn"
"24771",2015-11-22,"67","58","48","53","48","43","89","71","52","30.03","29.97","29.91","10","10","9","7","1","22","0.00","5","","324<br />","San Francisco (CA)","Autumn"
"24772",2015-11-23,"58","54","49","49","47","45","93","80","66","29.96","29.94","29.90","10","10","7","18","8","23","0.00","3","","269<br />","San Francisco (CA)","Autumn"
"24773",2015-11-24,"58","53","48","52","46","39","86","71","55","29.94","29.91","29.89","10","9","2","28","10","36","0.25","6","Rain","237<br />","San Francisco (CA)","Autumn"
"24774",2015-11-25,"54","48","42","42","37","33","92","69","46","30.03","29.96","29.89","10","10","10","22","6","25","0.03","2","","280<br />","San Francisco (CA)","Autumn"
"24775",2015-11-26,"53","48","42","38","31","26","82","59","35","30.14","30.09","30.04","10","10","10","23","8","29","0.00","1","","22<br />","San Francisco (CA)","Autumn"
"24776",2015-11-27,"56","49","42","35","29","25","62","46","30","30.16","30.12","30.09","10","10","10","22","6","25","0.00","1","","336<br />","San Francisco (CA)","Autumn"
"24777",2015-11-28,"56","49","42","33","27","20","67","49","30","30.18","30.15","30.11","10","10","10","21","6","24","0.00","0","","89<br />","San Francisco (CA)","Autumn"
"24778",2015-11-29,"55","46","37","40","31","25","70","51","32","30.22","30.18","30.16","10","10","10","12","3","13","0.00","1","","136<br />","San Francisco (CA)","Autumn"
